label,官方中文名,game_x,game_z,px_x,px_y,来源,坐标条数
HyruleTemple,海拉鲁大圣堂遗迹,80.08893,-620.3582,12160,8759,LocationPointer,1
HyruleTower,城邑监视塔遗迹,80.78717,-408.2397,12162,9184,LocationPointer,1
HyruleWater,蓄水池遗迹,-596.6262,-516.6731,10807,8967,LocationPointer,1
HyruleWestHatago,玛丽塔驿站,-1559.375,-1799.053,8881,6402,LocationMarker,1
HyruleWestTown,西海拉鲁城邑遗迹,-514.2282,-436.4212,10972,9127,Location,1
Hyrule_Out,海拉鲁城堡护城河,-291.4153,-1257.689,11417,7485,Location,8
IbaraPlateau,伊巴拉高地,765.2322,3789.279,13530,17579,Location,1
IceHouse,北部冰屋,-3748.865,2288.699,4502,14577,LocationPointer,1
IkokoPlateau,托洛伊瓦高原,4443.083,354.5604,20886,10709,Location,1
ImeruMt,艾尔姆丘陵,-425.2582,-1754.122,11149,6492,Location,1
IooValley,贝莱谷,2272.28,-709.5626,16545,8581,Location,1
IrimoLake,鼓大湖,1712.285,-1514.948,15425,6970,Location,1
IrimoRiver,鼓大河,1566.699,-1842.93,15133,6314,Location,1
IsakiCape,伊萨奇海角,3800.012,3656.958,19600,17314,Location,1
IsakuIslands,千之中州,1311.438,535.1791,14623,11070,Location,3
JedaPlateau,梅竹台地,-2200.999,1823.386,7598,13647,Location,1
JijigegeMt,洛兹伍德山,2377.446,2195.25,16755,14390,Location,1
JiuRiver,卓拉河,2657.776,-364.3933,17316,9271,Location,2
JogoBridge,莱波纳桥,822.5089,33.93939,13645,10068,LocationPointer,1
JokuBridge,莫约里桥,206.992,1603.555,12414,13207,LocationPointer,1
KagossaMt,卡格萨群山,-556.5148,3222.281,10887,16445,Location,1
KaiyanPlain,阿拉布平原,2614.559,590.4836,17229,11181,Location,1
KakamoLake,特洽湖,1708.057,789.7225,15416,11579,Location,1
KakaomePlain,巴奇平原,-901.645,-1434.893,10197,7130,Location,1
Kakariko,卡卡利科村,1854.686,981.3235,15709,11963,LocationMarker,5
KakufusaPlain,草笛山丘,151.7625,851.8387,12304,11704,Location,1
KamasuPlateau,卡玛斯台地,1436.453,2988.998,14873,15978,Location,1
KamutariPlateau,法兰台地,2509.431,1225.729,17019,12451,Location,1
KapporeMt,卡坡莱山,-925.6411,2629.127,10149,15258,Location,1
KarimikiLake,库斯湖,3061.679,2042.064,18123,14084,Location,1
KarusaValley,卡尔萨谷,-4308.194,1854.498,3384,13709,Location,1
KasuraMt,卡斯拉山,-3276.283,-2417.338,5447,5165,Location,1
KattoriPlateau,费罗龙台地,556.1763,2487.625,13112,14975,Location,1
KaturaCastle,贤者之神殿遗迹,-1355.0,233.0,9290,10466,LocationPointer,1
KaturaRiver,希麦加米河,-1557.524,921.486,8885,11843,Location,8
KauLake,海布拉湖,-3072.184,-2134.821,5856,5730,Location,2
KazanaDungeon,卡扎那裂谷,3454.685,-3254.741,18909,3491,Location,1
KazuryuLake,卡兹溜湖,928.1736,2583.119,13856,15166,Location,1
KazuryuRiver,卡兹溜河,1023.655,2762.54,14047,15525,Location,1
KazusuPass,凯坡拉岭,4114.774,-1206.422,20230,7587,Location,1
KibakkaSnow,海布拉水源,-2830.421,-2415.83,6339,5168,Location,1
KibinaLake,奇比纳湖,1017.212,3512.102,14034,17024,Location,1
KihirePlain,奇希莱平原,1492.766,2867.27,14986,15735,Location,1
KikinosaMt,拉布拉山,-1943.638,-1258.014,8113,7484,Location,1
KikinosaPlain,拉布拉山丘,-2231.495,-1344.869,7537,7310,Location,2
KimarikaMt,觉醒山,2912.347,1463.034,17825,12926,Location,1
KimarikaPlateau,卡伊更高地,3200.979,1385.767,18402,12772,Location,1
KingValley,忘却神殿,-1567.362,-2118.342,8865,5763,Location+LocationMarker,2
KingfisherSpa,泽卡瓦米的秘泉,-4308.0,-3494.0,3384,3012,LocationPointer,1
KinmePlateau,柯荷利特台地,4654.153,3720.611,21308,17441,Location,1
KinshoiMt,达夫奈斯山,-1105.0,556.2332,9790,11112,Location,1
KirisasaPlateau,拉聂尔高地,2929.498,1244.796,17859,12490,Location,1
KiriyabuMt,波努鲁山地,2153.19,1130.308,16306,12261,Location,1
KitakkareBeach,北阿卡莱海岸,4717.296,-2923.514,21435,4153,Location,1
KitakkarePlain,北阿卡莱平原,3803.343,-2823.346,19607,4353,Location,1
KitakkarePlateau,北阿卡莱高地,4175.11,-2883.105,20350,4234,Location,1
KitanoBay,哈特诺湾,4021.11,2422.685,20042,14845,Location,1
KiyanbaTrees,齐洛利森林,1020.974,-1376.306,14042,7247,Location,2
KochuBridge,卡卡利科桥,1785.414,1533.152,15571,13066,LocationPointer,1
KoganeyaLake,科嘉奈亚池塘,2995.042,2916.248,17990,15832,Location,1
KokuppiSnow,柯库皮雪原,-2345.436,-2508.51,7309,4983,Location,1
KokuwaLake,塔莫沼泽,1977.848,1842.493,15956,13685,Location,1
KomoreBeach,科莫莱海滩,698.7559,3932.49,13398,17865,Location,1
KondanaLake,达鲁波池塘,2336.467,-2042.684,16673,5915,Location,1
KoshaIsland,戴比岛,4636.826,-608.1185,21274,8784,Location,1
KuhanLake,库罕池塘,2787.807,2730.744,17576,15461,Location,1
KukujaValley,库库甲谷,-3485.018,-179.3438,5030,9641,Location,5
KumPlateau,库姆之地,-4109.842,-2850.503,3780,4299,Location,1
KumSpa,库姆的秘泉,-4090.5,-2753.0,3819,4494,LocationPointer,1
KunaiBridge,亚阔桥,-1128.806,1017.053,9742,12034,LocationPointer,1
KunaiLake,亚阔湖,-993.4432,1163.181,10013,12326,Location,2
KurindaPrairie,卡萨伊美平原,-332.9032,3682.915,11334,17366,Location,1
KurisobeSnow,贝利尔雪原,-4556.402,1090.751,2887,12182,Location,2
KuroidaPlateau,克洛伊达高地,2131.271,2602.765,16263,15206,Location,1
KutenLake,库坦池塘,2700.937,2944.842,17402,15890,Location,1
KutiffMt,罗姆山,-2690.956,-776.0194,6618,8448,Location,1
LakeFloria,花柔莉亚湖,1737.86,3532.013,15476,17064,Location,1
LakeHylia,海利亚湖,-431.0963,2302.195,11138,14604,Location,7
LanayruBay,拉聂尔湾,3813.893,612.9576,19628,11226,Location,2
LanayruEastEntrance,拉聂尔神道东口,3188.852,1155.546,18378,12311,LocationPointer,1
LanayruWestEntrance,拉聂尔神道西口,2304.875,706.5808,16610,11413,LocationPointer,1
LaveBeach,拉贝岩礁,-174.4568,3850.024,11651,17700,Location,1
LeMarbeBridge,杰德桥,-1689.858,130.8358,8620,10262,LocationPointer,1
LightningPlateau,雷之台地,-2229.2,-960.0,7542,8080,LocationPointer,1
LittleBrotherBridge,双子弟弟桥,1715.915,2149.552,15432,14299,LocationPointer,1
LomeiIslands,洛美岛,4654.3,-3649.9,21309,2700,LocationPointer,1
LostForest,迷失的森林,741.5,-1912.5,13483,6175,LocationPointer,1
MacusePeninsula,马秋兹半岛,4616.399,-2242.998,21233,5514,Location,1
MakuminoValley,玛克米诺谷,95.26317,3394.451,12191,16789,Location,1
ManbaLake,鼓洛斯湖,1864.913,-2453.815,15730,5092,Location,1
MapArea_CentralHyrule,海拉鲁平原,-458.72,581.5958,11083,11163,Location,1
MapArea_DeathMountain,死亡之山,2522.093,-2768.819,17044,4462,Location,1
MapArea_EastHateru,东哈特尔,2679.294,2507.28,17359,15015,Location,1
MapArea_EldinCanyon,奥尔汀峡谷,1852.762,-1400.643,15706,7199,Location,1
MapArea_EldinMountains,奥尔汀山脉,1310.076,-3375.616,14620,3249,Location,1
MapArea_FironeGrassland,费罗尼草原,-423.3035,3156.432,11153,16313,Location,1
MapArea_FironeSea,费罗尼海,-51.15855,3986.363,11898,17973,Location,1
MapArea_GerudoDesert,格鲁德沙漠,-3665.435,3615.889,4669,17232,Location,1
MapArea_GerudoHighlands,格鲁德高地,-4088.508,843.2399,3823,11686,Location,1
MapArea_HateruSea,哈特尔海,4141.208,2845.045,20282,15690,Location,1
MapArea_HeburaMountains,海布拉山脉,-3079.067,-3024.682,5842,3951,Location,1
MapArea_HyliaLake,海利亚湖,-431.0963,2302.195,11138,14604,Location,7
MapArea_HyruleForest,海拉鲁大森林,363.8293,-2545.783,12728,4908,Location,1
MapArea_HyruleHill,海拉鲁丘陵,-2382.624,-407.0772,7235,9186,Location,1
MapArea_LanayruSea,拉聂尔海,4674.544,-196.7966,21349,9606,Location,1
MapArea_LanayruWaterSources,拉聂尔大水源,3697.889,261.7407,19396,10523,Location,1
MapArea_LanayruWetlands,拉聂尔湿地,1746.642,-115.9755,15493,9768,Location,1
MapArea_LiveMountain,拉聂尔山,3897.756,1418.147,19796,12836,Location,1
MapArea_TabantaFrontier,塔邦挞边境,-3475.292,-1178.815,5049,7642,Location,1
MapArea_TamulOutback,深远阿卡莱,3602.154,-3186.161,19204,3628,Location,1
MapArea_TamulPlateau,阿卡莱高原,3653.85,-2223.59,19308,5553,Location,1
MapArea_TamulSea,阿卡莱海,4811.544,-3428.552,21623,3143,Location,1
MapArea_WestHateru,西哈特尔,1297.487,1524.738,14595,13049,Location,1
MapRegion_Eldin,奥尔汀地区,2037.628,-1815.487,16075,6369,Location,1
MapRegion_Firone,费罗尼地区,969.3282,2825.316,13939,15651,Location,1
MapRegion_Gerudo,格鲁德地区,-4093.62,3341.348,3813,16683,Location,1
MapRegion_Hateru,哈特尔地区,2248.804,1675.709,16498,13351,Location,1
MapRegion_Hebura,海布拉地区,-3357.823,-2704.61,5284,4591,Location,1
MapRegion_HyrulePrairie,中央海拉鲁,-247.9775,-77.93417,11504,9844,Location,1
MapRegion_HyrulePrairie ,,-247.9775,-77.93417,11504,9844,Location,1
MapRegion_Lanayru,拉聂尔地区,3174.933,615.162,18350,11230,Location,1
MapRegion_Tamul,阿卡莱地区,3781.758,-2929.523,19564,4141,Location,1
MapTower01,,-2173.0,-2034.0,7654,5932,LocationMarker,1
MapTower02,,-3613.748,-990.1647,4773,8020,LocationMarker,1
MapTower03,,-3666.0,1828.6,4668,13657,LocationMarker,1
MapTower04,,-2306.836,2437.32,7386,14875,LocationMarker,1
MapTower05,,883.8843,-1605.71,13768,6789,LocationMarker,1
MapTower06,,-788.645,442.0306,10423,10884,LocationMarker,1
MapTower07,,-560.0352,1694.863,10880,13390,LocationMarker,1
MapTower08,,1016.777,1714.082,14034,13428,LocationMarker,1
MapTower09,,-31.81555,2961.601,11936,15923,LocationMarker,1
MapTower10,,2174.151,-1556.781,16348,6886,LocationMarker,1
MapTower11,,3308.0,-1500.1,18616,7000,LocationMarker,1
MapTower12,,2258.0,-109.0,16516,9782,LocationMarker,1
MapTower13,,2735.5,2133.5,17471,14267,LocationMarker,1
MapTower14,,1331.203,3273.723,14662,16547,LocationMarker,1
MapTower15,,-1755.3,-774.3,8489,8451,LocationMarker,1
MarittaHill,玛丽塔山丘,-1339.352,-1522.522,9321,6955,Location,2
MarittaPrairie,玛丽塔平原,-1678.374,-1721.54,8643,6557,Location,2
MaronSpring,马泷之泉,801.3752,3704.171,13603,17408,LocationPointer,1
MarritaExchange,玛丽塔交易所遗迹,-1805.0,-1625.0,8390,6750,LocationPointer,1
MasazuBridge,欧荷利桥,-614.23,-658.5574,10772,8683,LocationPointer,1
MasazuRock,碎石场遗迹,-726.1989,-413.942,10548,9172,Location,1
MedakaValley,乌尔拉峡谷,4202.735,-782.028,20405,8436,Location,1
MeganeRock,眼镜岩,-2222.083,2538.037,7556,15076,Location,1
MemeMt,雷兽山,3852.034,-567.6556,19704,8865,Location,1
MenadaBeach,阿莫西亚海岸,4603.312,1830.088,21207,13660,Location,1
MerkayaLowTrees,奥布巴巴草地,-1227.893,2725.529,9544,15451,Location,1
MezusuPass,卡尔加岭,-3580.874,-2363.096,4838,5274,Location,1
MiddleTrees,多尔米森林,3100.82,2163.635,18202,14327,Location,1
MihekoBay,玛林湾,4405.705,-1900.773,20811,6198,Location,1
MinakkareBridge,南阿卡莱桥,3686.563,-1003.559,19373,7993,LocationPointer,1
MinakkareBridgeEast,东南阿卡莱桥,3860.801,-1095.112,19722,7810,LocationPointer,1
MinakkareBridgeWest,西南阿卡莱桥,3591.372,-1020.183,19183,7960,LocationPointer,1
MinakkareFalls,南阿卡莱瀑布,3732.506,-1158.95,19465,7682,Location,1
MinakkareLake,南阿卡莱湖,3622.851,-1062.804,19246,7874,Location,1
MinakkarePlain,南阿卡莱平原,3275.57,-1323.438,18551,7353,Location,1
MinaminoBay,米诺米诺湾,3480.906,2879.94,18962,15760,Location,1
Mine,废弃的北部矿坑,1644.039,-2797.456,15288,4405,LocationMarker,1
MizemakuMt,沃尔纳特山,4170.002,1922.007,20340,13844,Location,1
MomoMt,天望山丘,-20.78066,1898.345,11958,13797,Location,1
MoriMt,乌尔利山,3612.613,-2093.094,19225,5814,Location,1
MoroLake,米考湖,3600.973,-571.3436,19202,8857,Location,1
MorudaMt,摩尔达巴山,-1391.485,3599.811,9217,17200,Location,1
MorugaMt,摩尔迦娜山,-1376.093,3361.435,9248,16723,Location,1
MuguriPlain,克罗切利平原,2133.169,1913.805,16266,13828,Location,1
NaganizaHill,腾图丘陵,2381.763,3400.41,16764,16801,Location,1
NagyuPlateau,塔尔塔尔台地,4147.114,-339.1458,20294,9322,Location,1
NaierunPeninsula,罗德拉姆半岛,4444.754,641.6023,20890,11283,Location,1
NanaimoPlain,拉明平原,-1218.669,-2025.639,9563,5949,Location,2
NangoPond,泽罗池塘,1646.413,-511.1064,15293,8978,Location,1
NantanCastle,南洛美城堡遗迹,-1795.0,3534.8,8410,17070,LocationPointer,1
NaruguPeninsula,卡艾德半岛,4663.077,2372.2,21326,14744,Location,1
NefraHill,奈弗拉高地,-2166.355,1509.352,7667,13019,Location,1
NezuppoTrees,奈兹坡树林,-339.3401,3567.093,11321,17134,Location,1
NiiLake,珊湖,-48.05897,3056.364,11904,16113,Location,1
NikakaIsland,蟹蟹岛,1542.168,-3073.989,15084,3852,Location,1
NishakkarePlain,卡纳莱特高原,3308.855,-1906.976,18618,6186,Location,1
NishojiBridge,古利奥桥,-1305.0,810.0,9390,11620,LocationPointer,1
NitariBeach,科尔奈海滩,2940.91,3656.191,17882,17312,Location,1
NomyPlain,齐纳嘉莱湿地带,-2131.809,-675.509,7736,8649,Location,2
NorthHatelHatago,湿地驿站,888.0616,173.6723,13776,10347,LocationMarker,1
NorthHugeStone,北格鲁德巨石,-3321.692,2247.354,5357,14495,Location,1
NutsLake,萨莉娅湖,64.06233,-1883.159,12128,6234,Location,1
Oasis,卡拉卡拉集市,-3237.716,2558.084,5525,15116,LocationMarker,5
OkuAkkarePlain,深远阿卡莱平原,3743.577,-3348.963,19487,3302,Location,2
OkuwaLake,谢拉湖,1627.921,1384.484,15256,12769,Location,2
OngiForest,苹果森林,552.6283,-288.8328,13105,9422,Location,1
OoosePlain,奥赛平原,-779.3099,3564.308,10441,17129,Location,2
OrdinBridge,奥尔汀桥,2210.354,-2349.674,16421,5301,LocationPointer,1
OrdinFossil,奥尔汀大化石,1547.486,-3697.467,15095,2605,LocationPointer,1
OrupaPlateau,澳尔帕台地,-2939.791,1207.231,6120,12414,Location,1
OsanjoBridge,芬萨桥,398.0248,-1167.635,12796,7665,LocationPointer,1
OshoromaLake,露朵湖,3171.152,-162.5068,18342,9675,Location,1
OtsukoWet,塔林湿地,3601.308,-1636.774,19203,6726,Location,1
PafaBeach,帕发海岸,231.5065,3897.292,12463,17795,Location,1
PaiyuBay,荷隆湾,4234.203,314.3643,20468,10629,Location,1
PakanchiIsland,纳克仑岛,4653.201,-815.5294,21306,8369,Location,1
PaparaPlateau,斯塔尔里台地,-1571.535,2714.918,8857,15430,Location,1
PearlWaste,帕鲁荒原,-3117.933,2981.83,5764,15964,Location,1
PeridoBarrier,贝立德关卡,-2042.257,3194.071,7915,16388,Location,1
PongagaMt,艾波尼山,3350.909,2531.152,18702,15062,Location,1
PoponMt,萨托利山,-2228.961,337.8244,7542,10676,Location,1
PostTownRuin,海拉鲁驿站村废墟,-246.6875,1675.391,11507,13351,LocationPointer,1
PowerFountain,力量之泉,3754.277,-2672.103,19509,4656,LocationPointer,1
PstaLake,米德沼泽,812.0146,-2353.949,13624,5292,Location,1
PukiroroMt,杜·邦山脉,2728.609,119.195,17457,10238,Location,1
PukuntoMt,无底沼泽,613.183,565.5311,13226,11131,Location,1
PupukoreFalls,塞拉瀑布,3082.758,-455.6181,18166,9089,Location,1
RaberaWet,拉贝拉湿地带,2419.998,2782.405,16840,15565,Location,1
RapikuruPlateau,加卜台地,3910.343,58.04811,19821,10116,Location,1
RapinyaPlateau,露朵台地,3408.837,-235.483,18818,9529,Location,1
RaruLake,克拉尔湖,2019.892,3215.872,16040,16432,Location,1
RashamaPlain,北海拉鲁平原,-1338.996,-783.9037,9322,8432,Location,2
RazezePlateau,拉聂尔台地,2798.955,917.7661,17598,11836,Location,1
RemainsElectric,神兽瓦·娜波力斯,-2111.126,2627.179,7778,15254,LocationMarker,2
RemainsFire,神兽瓦·鲁达尼亚,2537.273,-2615.646,17075,4769,LocationMarker,2
RemainsWater,神兽瓦·露塔,2971.083,233.3825,17942,10467,LocationMarker,2
RemainsWind,神兽瓦·梅德,-3620.0,-2110.0,4760,5780,LocationMarker,2
RiaroTrees,希克里森林,1951.004,2441.781,15902,14884,Location,1
RiberaForest,利贝拉树海,1885.236,3326.098,15770,16652,Location,1
RibuchaPlateau,阿尔达台地,-735.7194,-2079.798,10529,5840,Location,1
Rikona_Peninshra,利科纳半岛,1605.518,679.8781,15211,11360,Location,1
RinosPass,利诺斯岭,-3793.153,-2236.129,4414,5528,Location,1
RirikendoBridge,欧兰桥,2875.5,32.5,17751,10065,LocationPointer,1
RirimukuHighlands,沃尔纳高地,-344.3807,-3120.998,11311,3758,Location,1
RirimukuMt,沃尔纳山,-561.4199,-2635.115,10877,4730,Location,5
RiritotoLake,利利特特湖,-3607.676,-1941.101,4785,6118,Location,3
RishakutoPlateau,纳利夏高地,1849.912,1243.904,15700,12488,Location,1
Rito,,-3618.109,-1807.609,4764,6385,LocationMarker,4
RitoHatago,利特驿站,-3255.571,-1757.625,5489,6485,LocationMarker,1
RiverSideHatago,河畔驿站,339.2324,1095.297,12678,12191,LocationMarker,1
RodaiLake,罗达伊湖,1864.004,3129.849,15728,16260,Location,1
RogyLake,贾拉湖,2967.446,2223.7,17935,14447,Location,1
RokomakuMt,玛德罗纳山,3821.569,1688.986,19643,13378,Location,1
RonronCity,麦贝镇遗迹,-57.5,174.5,11885,10349,LocationPointer,1
RonronFarm,平原牧场遗迹,109.8676,272.1871,12220,10544,Location,1
RonronRiver,海利亚河,125.7936,1755.183,12252,13510,Location,5
RoshiganLake,南纳比湖,870.3967,1604.001,13741,13208,Location,1
RosomaLake,托托湖,3479.49,-884.0862,18959,8232,Location,1
RuberaHill,马克雅林高地,-3392.41,609.5185,5215,11219,Location,1
RutesLake,路特斯湖,1685.59,3089.038,15371,16178,Location,1
RutimaHill,鲁奇玛高地,-4527.025,1417.045,2946,12834,Location,1
RutsuPlain,路茨平原,-3805.889,-481.1168,4388,9038,Location,2
SaiMt,古斯塔夫山,-915.3127,-210.8579,10169,9578,Location,1
SaihokuCastle,北洛美城堡遗迹,-825.1,-3411.8,10350,3176,LocationPointer,1
SanaePlateau,包美尔高地,429.7239,1760.073,12859,13520,Location,1
SanrosaLake,鲁皮湖,1201.699,-1144.251,14403,7711,Location,1
SaohPoint,三叉山道,2687.7,-764.1218,17375,8472,Location,1
SaphiasPlateau,萨菲亚斯台地,-3169.781,1574.213,5660,13148,Location,1
SarjonBridge,撒戎桥,1025.632,3236.288,14051,16473,LocationPointer,1
SarjonForest,撒戎树海,1131.631,3279.099,14263,16558,Location,1
SasamuroBeach,克拉里海滩,2585.381,3897.38,17171,17795,Location,2
ShariverMt,夏利巴山,-3171.543,-2682.159,5657,4636,Location,1
ShichijoBridge,荷奈尔桥,680.9535,977.3984,13362,11955,LocationPointer,1
ShigonDam,拉聂尔神道中央广场,2709.452,1163.671,17419,12327,LocationPointer,1
ShijoBridge,马兹拉桥,530.5215,-494.1346,13061,9012,LocationPointer,1
ShikuriIslands,文特岛,4521.309,1005.95,21043,12012,Location,1
ShimukaPlateau,布莱德台地,2700.251,1570.958,17401,13142,Location,1
ShinikkyoForest,巨人森林,-1184.64,114.0016,9631,10228,Location,1
ShinyarkiPlateau,劳鲁丘陵,497.7478,-1537.654,12995,6925,Location,1
ShinyarkiVillage,劳鲁村落遗迹,704.0,-1256.5,13408,7487,LocationPointer,1
ShitanoPond,塔尔荷池塘,3266.479,2226.705,18533,14453,Location,1
SnowStatue,第八位英雄的雕像,-4355.099,499.0203,3290,10998,LocationPointer,1
SojijiHill,萨尔法山丘,-1756.458,856.5569,8487,11713,Location,1
SojijiPark,撒丁公园遗迹,-1629.727,688.0231,8741,11376,LocationPointer,1
SonoPrairie,贝莱平原,1392.167,-914.9767,14784,8170,Location,1
SoridaPeninsula,奇克伦岛,4705.739,-1374.005,21411,7252,Location,1
SotonkaBridge,泰斯塔桥,-1605.0,1040.0,8790,12080,LocationPointer,1
SouthGerudoLegacy,刑场遗迹,-4150.888,3817.601,3698,17635,LocationPointer,1
SouthGerudoRuins,南部绿洲,-3727.03,3616.272,4546,17233,Location,1
SouthMine,南部采矿场,1657.886,-1973.852,15316,6052,LocationMarker,1
StartPoint,复苏神庙,-1102.233,1880.131,9796,13760,LocationMarker,1
StonePillers,古代石柱群,-3573.11,-431.6988,4854,9137,LocationPointer,1
SugrantForest,思古兰特树海,734.5349,3094.897,13469,16190,Location,1
SusonoLake,卢驰尔湖,-2531.646,633.1318,6937,11266,Location,1
SusonoPlain,伊露美娜台地,-3105.983,14.73462,5788,10029,Location,1
SusonoPond,伊露美娜池塘,-3536.961,149.4604,4926,10299,Location,1
SusonoRiver,泰阿蒙河,-2350.726,84.72538,7299,10169,Location,3
SusukadiBridge,达尔布尔桥,2344.5,-248.0,16689,9504,LocationPointer,1
SwanLake,海布拉河,-2756.67,-2328.21,6487,5344,Location,2
TabantaBridge,塔邦挞大桥,-3116.124,-581.2729,5768,8837,LocationPointer,1
TabantaBridgeHatago,塔邦挞大桥驿站,-2931.568,-547.598,6137,8905,LocationMarker,1
TabantaCrater,吉萨的环形山,-3931.324,-1089.512,4137,7821,LocationPointer,1
TabantaHatago,雪原驿站,-1654.883,-2572.156,8690,4856,LocationMarker,1
TabantaHill,塔邦挞山丘,-2464.514,-1843.002,7071,6314,Location,1
TabantaSnow,,-1811.892,-2792.608,8376,4415,Location,1
TabantaSnow_North,北塔邦挞雪原,-1701.83,-3290.757,8596,3418,Location,2
TabantaSnow_South,南塔邦挞雪原,-1849.059,-2494.106,8302,5012,Location,4
TabantaVillage,塔邦挞村遗迹,-2319.5,-1918.0,7361,6164,LocationPointer,1
TafeaHill,塔菲亚高地,-2807.471,1819.189,6385,13638,Location,1
TagonaTrees,塔巴尔森林,2572.545,-176.8188,17145,9646,Location,1
TakkikaPlain,尼凯尔平原,-1608.429,438.749,8783,10877,Location,2
TamaLake,塔玛湖,-2963.511,-1897.98,6073,6204,Location,1
TamourHatago,东阿卡莱驿站,4227.82,-2747.769,20456,4504,LocationMarker,1
TamourHatago2,,3149.832,-1692.647,18300,6615,LocationMarker,1
TamulPlain,奥尔龙盆地,3654.479,-2525.242,19309,4950,Location,1
TargarPlain,布兰努山丘,3927.257,382.1233,19855,10764,Location,1
TaruhoPlateau,火萤台地,2949.42,2380.303,17899,14761,Location,1
TaserakaBridge,密斯密桥,1285.5,-691.5,14571,8617,LocationPointer,1
TatsubaLake,莫尔赛湖,562.9833,1233.838,13126,12468,Location,1
Taura,沃托里村,2944.614,3437.031,17889,16874,LocationMarker,3
TeguriPlain,泰格利平原,-754.0406,2916.179,10492,15832,Location,1
TehotaWet,泰荷塔湿地,-629.7709,3839.289,10740,17679,Location,1
TennoMt,瓦舒阿山丘,-2731.795,87.18301,6536,10174,Location,1
TeraPlain,麦贝草原,258.7013,-45.52473,12517,9909,Location,1
TerumeMt,泰尔美山,2483.598,2676.389,16967,15353,Location,1
TerumePass,泰尔美岭,2713.694,2853.93,17427,15708,Location,1
TimesShrine,时光之神殿遗迹,-818.75,2005.45,10362,14011,LocationPointer,1
TohikiLake,托西奇池塘,2397.307,2533.541,16795,15067,Location,1
TomiyoPlateau,洛塔托台地,3089.409,830.2271,18179,11660,Location,1
TompoPlain,罗玛尼平原,338.4846,-358.1859,12677,9284,Location,1
ToriaBridge,波奇桥,278.3575,-714.2518,12557,8571,LocationPointer,1
TorumaDesert,卢玛琳沙丘,-4762.801,2731.0,2474,15462,Location,1
TotenLake,拉纳湖,2463.219,2099.361,16926,14199,Location,1
TotsugeBridge,卡洛克桥,-1087.787,-474.6085,9824,9051,LocationPointer,1
TrakaIsland,,1745.886,90.73376,15492,10181,Location,1
TrakaIsland_Big,迈尔卡岛,1712.681,-131.019,15425,9738,Location,1
TrakaIsland_Center,科彭嘉岛,1552.84,338.8682,15106,10678,Location,1
TrakaIsland_East,米奥乌岛,2024.59,145.8313,16049,10292,Location,1
TrakaIsland_New,摩尔德岛,1843.094,206.6926,15686,10413,Location,1
TrakaIsland_North,神庙岛,1661.437,430.6453,15323,10861,Location,1
TrakaIsland_Small,波浓岛,1775.585,376.5699,15551,10753,Location,1
TrakaIsland_South,萨乌兹岛,1451.774,169.6124,14904,10339,Location,1
TrakaIsland_West,维斯岛,1393.825,300.2272,14788,10600,Location,1
TryCape,尝试海角,3757.118,-412.1483,19514,9176,Location,1
TsukaiePlateau,茨卡耶台地,2855.961,2616.398,17712,15233,Location,1
TuaboSnow,查波雪原,-3473.622,1127.519,5053,12255,Location,1
TunbriPlain,勇萨米平原,2270.273,2942.125,16541,15884,Location,1
TurasuBridge,马神桥,590.0818,3739.167,13180,17478,LocationPointer,1
TurasuLake,马神湖,635.1907,3635.114,13270,17270,Location,1
TutukikiSnow,茨茨齐齐雪原,-2285.844,-3161.549,7428,3677,Location,2
TwinsMountain,双子山,1358.102,1781.719,14716,13563,Location,2
UMiiVillage,一始村,3964.896,-1615.017,19930,6770,LocationMarker,1
UMiiVillageShopBougu,,3958.929,-1636.299,19918,6727,LocationMarker,1
UMiiVillageShopJewel,,3951.271,-1627.053,19903,6746,LocationMarker,1
UMiiVillageShopYadoya,,3999.579,-1595.968,19999,6808,LocationMarker,1
UMiiVillageShopYorozu,,3951.197,-1593.14,19902,6814,LocationMarker,1
UbotsuPlateau,乌波茨台地,1608.704,3629.548,15217,17259,Location,1
UchoPlateau,梅布尔高原,1336.589,1424.199,14673,12848,Location,1
UkkoPond,乌克池塘,-4099.687,-2370.279,3801,5259,Location,3
UraitoLake,乌拉伊特湖,1789.1,2942.552,15578,15885,Location,1
UrokoCape,乌洛克海角,3544.813,3261.271,19090,16523,Location,1
VPlateau,基尔克台地,-2616.182,1556.137,6768,13112,Location,1
ValleyVillage,飞行训练场,-3851.939,-2288.806,4296,5422,LocationMarker,1
WabiLake,阿卡莱湖,3924.29,-1496.903,19849,7006,Location,3
WatakaPlateau,阔塔台地,2157.723,557.7363,16315,11115,Location,1
WeaponCureSpring,大精灵之泉,1976.154,845.9974,15952,11692,LocationPointer,1
WeaponCureSpring_02,,4111.814,-1378.358,20224,7243,LocationPointer,1
WeaponCureSpring_03,,-3539.7,-747.2849,4921,8505,LocationPointer,1
WeaponCureSpring_04,,-4870.5,3824.5,2259,17649,LocationPointer,1
WestEunpoHighlands,西埃文坡高地,16.80026,-3454.644,12034,3091,Location,1
WestGerudo,西格鲁德,-4541.142,2502.274,2918,15005,Location,1
WestGerudoRuins,西格鲁德遗迹,-4468.558,2296.87,3063,14594,Location,1
WetGarrison,湿地的驻军地遗迹,1520.264,-169.8456,15041,9660,LocationPointer,1
WhiteZora,卓拉领地,3271.865,-401.4883,18544,9197,LocationMarker,3
